ST,TEMP,DO,EC,SAL,PH,POL,LOC
4,29.1,6.15,51.4,30.94,8.9,1,"5.491008,100.195036"
4,29.1,6.14,51.4,30.94,8.92,1,"5.491008,100.195036"
4,29.1,6.12,51.4,30.93,8.92,1,"5.491008,100.195036"
4,29.1,6.08,51.4,30.93,8.92,1,"5.491008,100.195036"
4,29.1,6.07,51.4,30.94,8.95,1,"5.491008,100.195036"
4,29.1,6.02,51.4,30.94,8.95,1,"5.491008,100.195036"
4,29.1,6.01,51.4,30.94,8.95,1,"5.491008,100.195036"
4,29.1,6.17,51.4,30.93,8.95,1,"5.491008,100.195036"
4,29.1,6.18,51.4,30.93,8.97,1,"5.491008,100.195036"
4,29.1,6.18,51.4,30.93,8.96,1,"5.491008,100.195036"
4,29.1,6.15,51.4,30.93,8.97,1,"5.491008,100.195036"
4,29.1,6.12,51.4,30.93,8.96,1,"5.491008,100.195036"
4,29.1,6.13,51.4,30.93,8.98,1,"5.491008,100.195036"
5,29.2,6.95,51.2,30.72,8.42,1,"5.506722,100.194008"
5,29.2,6.83,51.2,30.72,8.49,1,"5.506722,100.194008"
5,29.2,6.74,51.2,30.73,8.56,1,"5.506722,100.194008"
5,29.2,6.73,51.2,30.73,8.62,1,"5.506722,100.194008"
5,29.2,6.77,51.2,30.74,8.66,1,"5.506722,100.194008"
5,29.2,6.72,51.2,30.73,8.67,1,"5.506722,100.194008"
5,29.2,6.75,51.2,30.74,8.73,1,"5.506722,100.194008"
5,29.2,6.62,51.2,30.74,8.74,1,"5.506722,100.194008"
5,29.2,6.61,51.2,30.73,8.76,1,"5.506722,100.194008"
5,29.2,6.7,51.2,30.74,8.8,1,"5.506722,100.194008"
5,29.2,6.61,51.2,30.75,8.8,1,"5.506722,100.194008"
5,29.2,6.66,51.2,30.75,8.82,1,"5.506722,100.194008"
5,29.2,6.67,51.2,30.75,8.83,1,"5.506722,100.194008"
5,29.2,6.66,51.2,30.75,8.84,1,"5.506722,100.194008"
5,29.2,6.62,51.2,30.75,8.85,1,"5.506722,100.194008"
5,29.2,6.67,51.2,30.75,8.86,1,"5.506722,100.194008"
5,29.2,6.6,51.2,30.75,8.88,1,"5.506722,100.194008"
5,29.2,6.61,51.2,30.76,8.88,1,"5.506722,100.194008"
5,29.1,6.56,51.2,30.78,8.87,1,"5.506722,100.194008"
5,29.1,6.53,51.2,30.77,8.89,1,"5.506722,100.194008"
5,29.1,6.52,51.2,30.77,8.9,1,"5.506722,100.194008"
5,29.1,6.53,51.2,30.79,8.91,1,"5.506722,100.194008"
5,29.1,6.51,51.2,30.79,8.91,1,"5.506722,100.194008"
5,29.1,6.5,51.2,30.79,8.92,1,"5.506722,100.194008"
5,29.1,6.5,51.2,30.8,8.93,1,"5.506722,100.194008"
5,29.1,6.49,51.2,30.8,8.93,1,"5.506722,100.194008"
5,29.1,6.48,51.2,30.8,8.94,1,"5.506722,100.194008"
5,29.1,6.46,51.2,30.8,8.93,1,"5.506722,100.194008"
5,29.1,6.45,51.2,30.81,8.91,1,"5.506722,100.194008"
5,29.1,6.42,51.2,30.79,8.93,1,"5.506722,100.194008"
6,29.1,6.78,51,30.62,8.74,1,"5.511678,100.188361"
6,29.1,6.79,51,30.63,8.76,1,"5.511678,100.188361"
6,29.1,6.76,51,30.63,8.79,1,"5.511678,100.188361"
6,29.1,6.82,51,30.64,8.8,1,"5.511678,100.188361"
6,29.1,6.73,51,30.65,8.81,1,"5.511678,100.188361"
6,29.1,6.74,51,30.65,8.82,1,"5.511678,100.188361"
6,29.1,6.78,51,30.65,8.83,1,"5.511678,100.188361"
6,29.1,6.78,51,30.65,8.83,1,"5.511678,100.188361"
6,29.1,6.75,51,30.65,8.84,1,"5.511678,100.188361"
6,29.1,6.79,51,30.61,8.89,1,"5.511678,100.188361"
6,29.1,6.69,51,30.65,8.87,1,"5.511678,100.188361"
6,29.1,6.8,51,30.65,8.87,1,"5.511678,100.188361"
6,29.1,6.78,51,30.63,8.89,1,"5.511678,100.188361"
6,29.1,6.75,51,30.65,8.89,1,"5.511678,100.188361"
6,29.1,6.8,51,30.65,8.88,1,"5.511678,100.188361"
6,29.1,6.77,51,30.65,8.91,1,"5.511678,100.188361"
6,29.1,6.93,51,30.65,8.91,1,"5.511678,100.188361"
6,29.1,6.84,51,30.65,8.9,1,"5.511678,100.188361"
6,29.1,6.82,51,30.66,8.91,1,"5.511678,100.188361"
6,29.1,6.77,51,30.67,8.91,1,"5.511678,100.188361"
6,29.1,6.81,51,30.66,8.9,1,"5.511678,100.188361"
6,29.1,6.79,51,30.67,8.9,1,"5.511678,100.188361"
6,29.1,6.72,51,30.68,8.88,1,"5.511678,100.188361"
6,29.1,6.75,51,30.67,8.89,1,"5.511678,100.188361"
6,29.1,6.73,51,30.68,8.91,1,"5.511678,100.188361"
6,29.1,6.63,51,30.67,8.92,1,"5.511678,100.188361"
6,29.1,6.63,51,30.67,8.9,1,"5.511678,100.188361"
6,29.1,6.76,51,30.68,8.94,1,"5.511678,100.188361"
6,29.1,6.72,51,30.68,8.94,1,"5.511678,100.188361"
6,29.1,6.75,51,30.68,8.93,1,"5.511678,100.188361"
1,31.3,4.69,50.2,28.41,8.17,2,"5.461894,100.209128"
1,31.1,3.91,49.4,28.8,8.19,2,"5.461894,100.209128"
1,31.2,3.88,47.25,27.16,8.22,2,"5.461894,100.209128"
1,31.3,4.42,54,31.19,8.26,2,"5.461894,100.209128"
1,31.3,4.29,53.9,31.18,8.29,2,"5.461894,100.209128"
1,31.3,4.36,53.9,31.18,8.31,2,"5.461894,100.209128"
1,31.3,4.22,53.9,31.18,8.36,2,"5.461894,100.209128"
1,31.3,4.06,53.9,31.19,8.36,2,"5.461894,100.209128"
1,31.3,4.02,53.9,31.2,8.39,2,"5.461894,100.209128"
2,31.1,5.42,53.6,31.1,8.36,1,"5.466925,100.206189"
2,31.1,5.44,53.6,31.1,8.38,1,"5.466925,100.206189"
2,31.1,5.47,53.6,31.1,8.4,1,"5.466925,100.206189"
2,31.2,5.17,53.8,31.18,8.44,1,"5.466925,100.206189"
2,31.1,5.12,53.7,31.17,8.46,1,"5.466925,100.206189"
2,31.1,5.1,53.7,31.16,8.47,1,"5.466925,100.206189"
2,31.1,4.7,53.8,31.2,8.49,2,"5.466925,100.206189"
2,31.1,4.74,53.8,31.2,8.49,2,"5.466925,100.206189"
2,31.1,4.85,53.8,31.2,8.5,2,"5.466925,100.206189"
2,31.1,4.1,53.8,31.21,8.52,2,"5.466925,100.206189"
2,31.1,4.81,53.8,31.2,8.52,2,"5.466925,100.206189"
2,31.1,4.8,53.8,31.2,8.52,2,"5.466925,100.206189"
2,31.1,4.35,53.8,31.21,8.51,2,"5.466925,100.206189"
2,31.1,4.52,53.8,31.21,8.53,2,"5.466925,100.206189"
2,31.1,4.86,53.8,31.2,8.54,2,"5.466925,100.206189"
3,31.1,5.61,53.8,31.2,8.16,1,"5.482422,100.197283"
3,31.1,5.59,53.8,31.21,8.19,1,"5.482422,100.197283"
3,31.1,5.6,53.8,31.2,8.23,1,"5.482422,100.197283"
3,31.1,3.93,53.8,31.2,8.31,2,"5.482422,100.197283"
3,31.1,3.94,53.8,31.2,8.33,2,"5.482422,100.197283"
3,31.1,3.94,53.8,31.2,8.34,2,"5.482422,100.197283"
3,31.1,3.87,53.8,31.21,8.37,2,"5.482422,100.197283"
3,31.1,3.89,53.8,31.21,8.38,2,"5.482422,100.197283"
3,31.1,3.85,53.8,31.21,8.39,2,"5.482422,100.197283"
3,31.1,3.73,53.7,31.2,8.42,2,"5.482422,100.197283"
3,31.1,3.82,53.7,31.18,8.43,2,"5.482422,100.197283"
3,31.1,3.84,53.7,31.2,8.44,2,"5.482422,100.197283"
4,30.7,5.76,53.2,31.07,8.2,1,"5.491008,100.195036"
4,30.7,5.64,53.2,31.07,8.28,1,"5.491008,100.195036"
4,30.7,5.47,53.2,31.07,8.35,1,"5.491008,100.195036"
4,30.7,5.32,53.2,31.07,8.47,1,"5.491008,100.195036"
4,30.8,5.37,53.2,31.07,8.49,1,"5.491008,100.195036"
4,30.8,5.34,53.2,31.07,8.51,1,"5.491008,100.195036"
4,30.7,5.47,53.2,31.06,8.55,1,"5.491008,100.195036"
4,30.7,5.4,53.2,31.07,8.57,1,"5.491008,100.195036"
4,30.7,5.28,53.2,31.07,8.58,1,"5.491008,100.195036"
4,30.7,5.32,53.2,31.07,8.62,1,"5.491008,100.195036"
4,30.7,5.3,53.2,31.07,8.62,1,"5.491008,100.195036"
4,30.7,5.35,53.2,31.07,8.63,1,"5.491008,100.195036"
4,30.6,5.24,53.1,31.08,8.65,1,"5.491008,100.195036"
4,30.6,5.05,53.1,31.08,8.66,1,"5.491008,100.195036"
4,30.6,5.12,53.1,31.08,8.66,1,"5.491008,100.195036"
4,30.4,3.91,53.4,31.54,8.67,2,"5.491008,100.195036"
4,30.2,4.05,53.4,31.51,8.67,2,"5.491008,100.195036"
4,30.2,4.12,53.4,31.5,8.67,2,"5.491008,100.195036"
4,29.6,2.48,53.7,31.13,8.67,3,"5.491008,100.195036"
4,29.6,2.47,53.7,32.12,8.68,3,"5.491008,100.195036"
4,29.6,2.47,53.7,32.09,8.68,3,"5.491008,100.195036"
4,29.5,2.2,53.7,32.19,8.67,3,"5.491008,100.195036"
4,29.5,2.23,53.7,32.2,8.68,3,"5.491008,100.195036"
4,29.5,2.2,53.7,32.2,8.67,3,"5.491008,100.195036"
4,29.5,1.9,53.6,32.12,8.69,3,"5.491008,100.195036"
4,29.5,1.77,53.6,32.12,8.68,3,"5.491008,100.195036"
4,29.5,1.79,53.5,32.06,8.65,3,"5.491008,100.195036"
5,30.6,5.49,53.1,31.05,8.51,1,"5.506722,100.194008"
5,30.6,5.37,53.1,31.05,8.54,1,"5.506722,100.194008"
5,30.6,5.34,53.1,31.04,8.57,1,"5.506722,100.194008"
5,30.6,5.43,53.1,31.04,8.62,1,"5.506722,100.194008"
5,30.6,5.3,53.1,31.04,8.62,1,"5.506722,100.194008"
5,30.6,5.45,53.1,31.05,8.64,1,"5.506722,100.194008"
5,30.6,5.53,53.1,31.05,8.67,1,"5.506722,100.194008"
5,30.6,5.55,53.1,31.05,8.68,1,"5.506722,100.194008"
5,30.6,5.55,53.1,31.05,8.68,1,"5.506722,100.194008"
5,30.6,5.27,53.1,31.06,8.71,1,"5.506722,100.194008"
5,30.6,5.33,53.3,31.04,8.71,1,"5.506722,100.194008"
5,30.6,5.35,53,31.05,8.72,1,"5.506722,100.194008"
5,30.3,4.18,53.2,31.34,8.73,2,"5.506722,100.194008"
5,30.3,4.34,53.1,31.28,8.72,2,"5.506722,100.194008"
5,30.3,4.39,53.2,31.29,8.73,2,"5.506722,100.194008"
5,30,3.88,53.3,31.61,8.75,2,"5.506722,100.194008"
5,30,3.8,53.3,31.61,8.74,2,"5.506722,100.194008"
5,30,3.8,53.3,31.61,8.74,2,"5.506722,100.194008"
5,29.7,3.31,53.5,31.96,8.75,2,"5.506722,100.194008"
5,29.7,3.21,53.5,31.95,8.74,2,"5.506722,100.194008"
5,29.7,3.28,53.5,31.95,8.76,2,"5.506722,100.194008"
5,29.6,3.41,53.5,32.03,8.75,2,"5.506722,100.194008"
5,29.6,31.06,53.5,32.02,8.73,1,"5.506722,100.194008"
5,29.6,3.21,53.5,32.02,8.75,2,"5.506722,100.194008"
5,29.3,2.8,53.6,32.27,8.73,3,"5.506722,100.194008"
5,29.3,2.75,53.6,32.3,8.74,3,"5.506722,100.194008"
5,29.3,2.68,53.6,32.31,8.75,3,"5.506722,100.194008"
5,29.3,2.43,53.7,32.27,8.74,3,"5.506722,100.194008"
5,29.2,2.38,53.7,32.27,8.74,3,"5.506722,100.194008"
5,29.2,2.38,53.7,32.37,8.74,3,"5.506722,100.194008"
6,30.6,5.26,63.1,31.04,8.55,1,"5.511678,100.188361"
6,30.6,5.27,63.1,31.04,8.56,1,"5.511678,100.188361"
6,30.6,5.27,63.1,31.04,8.57,1,"5.511678,100.188361"
6,30.6,5.47,53,31.03,8.6,1,"5.511678,100.188361"
6,30.6,5.43,53,31.03,8.61,1,"5.511678,100.188361"
6,30.6,5.44,53,31.03,8.61,1,"5.511678,100.188361"
6,30.5,5.47,52.9,31.04,8.64,1,"5.511678,100.188361"
6,30.5,5.41,52.9,31.04,8.64,1,"5.511678,100.188361"
6,30.5,5.47,52.9,31.03,8.65,1,"5.511678,100.188361"
6,30.5,5.32,52.9,31.04,8.68,1,"5.511678,100.188361"
6,30.5,5.27,52.9,31.04,8.68,1,"5.511678,100.188361"
6,30.5,5.25,52.9,31.03,8.68,1,"5.511678,100.188361"
6,30.5,5.01,52.9,31.06,8.69,1,"5.511678,100.188361"
6,30.5,5.17,52.9,31.06,8.7,1,"5.511678,100.188361"
6,30.5,5.16,52.9,31.05,8.7,1,"5.511678,100.188361"
6,30.4,4.56,53.1,31.28,8.72,2,"5.511678,100.188361"
6,30.2,4.46,53.1,31.34,8.72,2,"5.511678,100.188361"
6,30.2,4.39,53.1,31.35,8.72,2,"5.511678,100.188361"
6,30.1,3.31,53.4,31.73,8.73,2,"5.511678,100.188361"
6,30,3.31,53.4,31.7,8.73,2,"5.511678,100.188361"
6,30.3,3.23,53.4,31.72,8.73,2,"5.511678,100.188361"
6,29.4,2.92,53.6,32.23,8.76,3,"5.511678,100.188361"
6,29.4,2.91,53.6,32.24,8.76,3,"5.511678,100.188361"
6,29.4,2.88,53.6,32.26,8.77,3,"5.511678,100.188361"
6,29.1,2.46,53.7,32.47,8.77,3,"5.511678,100.188361"
6,29.1,2.48,53.7,32.47,8.78,3,"5.511678,100.188361"
6,29.1,2.53,53.7,32.47,8.77,3,"5.511678,100.188361"
6,29.1,2.55,53.7,32.47,8.8,3,"5.511678,100.188361"
6,29.1,2.41,53.7,32.47,8.8,3,"5.511678,100.188361"
6,29.1,2.46,53.7,32.47,8.79,3,"5.511678,100.188361"
1,31.5,4.1,53.7,30.87,8.4,2,"5.461894,100.209128"
1,31.5,5.04,52.8,30.49,8.45,1,"5.461894,100.209128"
1,31.4,4.18,52.8,30.41,8.49,2,"5.461894,100.209128"
1,31.5,4.62,54.1,30.18,8.58,2,"5.461894,100.209128"
1,31.5,4.46,54.1,30.17,8.59,2,"5.461894,100.209128"
1,31.5,4.4,54.1,30.17,8.6,2,"5.461894,100.209128"
2,31.1,4.79,53.8,31.18,8.41,2,"5.466925,100.206189"
2,31.2,4.6,53.8,31.19,8.46,2,"5.466925,100.206189"
2,31.2,4.72,53.8,31.21,8.48,2,"5.466925,100.206189"
2,31.2,4.17,53.8,31.24,8.54,2,"5.466925,100.206189"
2,31.1,4,53.9,31.27,8.56,2,"5.466925,100.206189"
2,31.2,4.04,53.8,31.25,8.57,2,"5.466925,100.206189"
2,31.1,3.79,53.8,31.23,8.61,2,"5.466925,100.206189"
2,31.1,3.73,53.8,31.2,8.62,2,"5.466925,100.206189"
2,31.1,3.57,53.7,31.23,8.63,2,"5.466925,100.206189"
2,31.1,3.44,53.7,31.17,8.65,2,"5.466925,100.206189"
2,31,3.5,53.7,31.22,8.66,2,"5.466925,100.206189"
2,31,3.6,53.7,31.23,8.67,2,"5.466925,100.206189"
2,31.1,3.44,53.6,31.1,8.67,2,"5.466925,100.206189"
2,31.1,3.91,53.6,31.22,8.69,2,"5.466925,100.206189"
2,31.1,3.47,53.6,31.16,8.7,2,"5.466925,100.206189"
3,31.2,4.85,54,31.25,8.41,2,"5.482422,100.197283"
3,31.2,4.8,54,31.24,8.44,2,"5.482422,100.197283"
3,31.2,4.71,54,31.25,8.48,2,"5.482422,100.197283"
3,31.2,4.89,53.9,31.25,8.55,2,"5.482422,100.197283"
3,31.2,4.7,53.9,31.25,8.56,2,"5.482422,100.197283"
3,31.2,4.64,54,31.26,8.59,2,"5.482422,100.197283"
3,31.2,4.19,53.9,31.25,8.62,2,"5.482422,100.197283"
3,31.1,4.14,53.9,31.25,8.62,2,"5.482422,100.197283"
3,31.1,4.12,53.9,31.25,8.62,2,"5.482422,100.197283"
3,31.1,4.01,53.7,31.15,8.64,2,"5.482422,100.197283"
3,31.1,4.1,53.1,30.71,8.65,2,"5.482422,100.197283"
3,3.2,4.12,53,30.79,8.66,2,"5.482422,100.197283"
4,31.2,4.91,53.7,31.13,8.16,2,"5.491008,100.195036"
4,31.2,4.97,53.8,31.13,8.24,2,"5.491008,100.195036"
4,31.2,4.9,53.8,31.13,8.32,2,"5.491008,100.195036"
4,31.2,4.9,53.7,31.12,8.43,2,"5.491008,100.195036"
4,31.2,4.87,53.8,31.13,8.46,2,"5.491008,100.195036"
4,31.2,4.91,53.8,31.13,8.49,2,"5.491008,100.195036"
4,31.2,4.98,53.8,31.13,8.53,2,"5.491008,100.195036"
4,31.2,5.02,53.8,31.13,8.55,1,"5.491008,100.195036"
4,31.2,5.09,53.8,31.13,8.55,1,"5.491008,100.195036"
4,31.2,4.96,53.7,31.13,8.59,2,"5.491008,100.195036"
4,31.2,4.92,53.8,31.13,8.59,2,"5.491008,100.195036"
4,31.2,4.91,53.8,31.13,8.6,2,"5.491008,100.195036"
4,31.2,4.9,53.8,31.18,8.63,2,"5.491008,100.195036"
4,31.2,4.95,53.8,31.14,8.65,2,"5.491008,100.195036"
4,31.2,4.96,53.4,31.14,8.65,2,"5.491008,100.195036"
4,31.2,4.97,53.3,31.18,8.66,2,"5.491008,100.195036"
4,31.2,4.9,53.9,31.19,8.68,2,"5.491008,100.195036"
4,31.2,4.89,53.9,31.19,8.68,2,"5.491008,100.195036"
4,31.2,4.99,54,31.27,8.69,2,"5.491008,100.195036"
4,31.2,4.77,54,31.26,8.69,2,"5.491008,100.195036"
4,31.2,4.72,54,31.27,8.7,2,"5.491008,100.195036"
4,31.7,4.69,54,31.29,8.71,2,"5.491008,100.195036"
4,31.7,4.66,54,31.29,8.71,2,"5.491008,100.195036"
4,31.7,4.66,54,31.29,8.71,2,"5.491008,100.195036"
4,31.3,4.7,54.1,31.3,8.72,2,"5.491008,100.195036"
4,31.3,4.73,54,31.29,8.73,2,"5.491008,100.195036"
4,31.3,4.66,54,31.29,8.71,2,"5.491008,100.195036"
5,31.1,5.17,53.8,31.2,8.43,1,"5.506722,100.194008"
5,31.1,5.15,53.8,31.2,8.48,1,"5.506722,100.194008"
5,31.1,5.12,53.9,31.19,8.52,1,"5.506722,100.194008"
5,31.1,5.13,53.8,31.19,8.58,1,"5.506722,100.194008"
5,31.1,5.12,53.8,31.2,8.6,1,"5.506722,100.194008"
5,31.1,4.93,53.8,31.19,8.63,2,"5.506722,100.194008"
5,31.1,5.14,53.8,31.2,8.65,1,"5.506722,100.194008"
5,31.1,5.14,53.8,31.2,8.66,1,"5.506722,100.194008"
5,31.1,5.07,53.8,31.2,8.67,1,"5.506722,100.194008"
5,31.1,5.18,53.8,31.2,8.69,1,"5.506722,100.194008"
5,31.1,5.16,53.8,31.2,8.69,1,"5.506722,100.194008"
5,31.1,5.14,53.8,31.2,8.7,1,"5.506722,100.194008"
5,31.1,5.17,53.8,31.2,8.72,1,"5.506722,100.194008"
5,31.1,5.16,53.8,31.21,8.72,1,"5.506722,100.194008"
5,31.1,5.05,53.8,31.22,8.73,1,"5.506722,100.194008"
5,31.2,5.13,53.9,31.26,8.74,1,"5.506722,100.194008"
5,31.2,5.12,53.9,31.25,8.74,1,"5.506722,100.194008"
5,31.2,5.01,53.9,31.25,8.75,1,"5.506722,100.194008"
5,31.2,5.08,54,31.26,8.75,1,"5.506722,100.194008"
5,31.2,5.08,54,31.28,8.75,1,"5.506722,100.194008"
5,31.2,5.04,54,31.27,8.76,1,"5.506722,100.194008"
5,31.2,4.88,54,31.28,8.77,2,"5.506722,100.194008"
5,31.2,4.98,54,31.28,8.78,2,"5.506722,100.194008"
5,31.2,5.07,54,31.28,8.78,1,"5.506722,100.194008"
5,31.2,4.98,54,31.3,8.77,2,"5.506722,100.194008"
5,31.3,5,54.1,31.3,8.78,1,"5.506722,100.194008"
5,31.3,5.03,54.1,31.3,8.79,1,"5.506722,100.194008"
5,31.3,5.01,54.1,31.3,8.78,1,"5.506722,100.194008"
5,31.3,4.99,54.1,31.3,8.78,2,"5.506722,100.194008"
5,31.3,5.02,54.1,31.3,8.77,1,"5.506722,100.194008"
6,31.1,4.96,53.5,30.15,8.58,2,"5.511678,100.188361"
6,31.2,5.06,53.4,30.96,8.6,1,"5.511678,100.188361"
6,31.2,5.13,53.5,30.95,8.61,1,"5.511678,100.188361"
6,31.2,5.17,53.5,30.96,8.66,1,"5.511678,100.188361"
6,31.2,5.17,53.5,30.96,8.65,1,"5.511678,100.188361"
6,31.2,5.21,53.5,30.96,8.65,1,"5.511678,100.188361"
6,31.2,5.23,53.5,30.95,8.7,1,"5.511678,100.188361"
6,31.2,5.25,53.5,30.95,8.67,1,"5.511678,100.188361"
6,31.2,5.22,53.5,30.95,8.68,1,"5.511678,100.188361"
6,31.2,5.29,53.5,30.95,8.68,1,"5.511678,100.188361"
6,31.2,5.35,53.5,30.95,8.68,1,"5.511678,100.188361"
6,31.2,5.3,53.5,30.95,8.69,1,"5.511678,100.188361"
6,31.2,5.25,53.9,31.11,8.7,1,"5.511678,100.188361"
6,31.4,5.12,53.9,31.13,8.71,1,"5.511678,100.188361"
6,31.4,5.12,53.8,31.09,8.7,1,"5.511678,100.188361"
6,31.5,5,54.1,31.23,8.72,1,"5.511678,100.188361"
6,31.5,4.98,54.1,31.22,8.71,2,"5.511678,100.188361"
6,31.5,4.99,54.2,31.23,8.71,2,"5.511678,100.188361"
6,31.5,4.9,54.2,31.27,8.74,2,"5.511678,100.188361"
6,31.5,4.98,54.2,31.27,8.72,2,"5.511678,100.188361"
6,31.5,4.91,54.2,31.27,8.72,2,"5.511678,100.188361"
6,31.5,4.94,54.2,32.8,8.71,2,"5.511678,100.188361"
6,31.5,4.87,54.2,32.8,8.72,2,"5.511678,100.188361"
6,31.5,4.85,54.2,31.28,8.72,2,"5.511678,100.188361"
6,31.5,4.82,54.2,31.28,8.73,2,"5.511678,100.188361"
6,31.5,4.84,54.2,31.28,8.74,2,"5.511678,100.188361"
6,31.5,4.83,54.2,31.28,8.75,2,"5.511678,100.188361"
6,31.5,4.87,54.2,31.28,8.73,2,"5.511678,100.188361"
6,31.5,4.78,54.2,31.28,8.77,2,"5.511678,100.188361"
6,,4.93,54.2,31.28,8.74,2,"5.511678,100.188361"
1,30.4,3.3,46.97,26.07,8.13,2,"5.461894,100.209128"
